IATA,Name
TMH,Tanahmerah
TMI,Tumling Tar
TMJ,Termez
TMK,Tamky
TML,Tamale
TMM,Tamatave
TMN,Tamana Island
TMO,Tumeremo
TMP,Tampere-pirkkala
TMQ,Tambao
TMR,Aguemar
TMS,Sao Tome Is
TMT,Trombetas
TMU,Tambor
TMW,Tamworth Regional Airport
TMX,Timimoun
TMY,Tiom
TMZ,Thames
TNA,Jinan
TNB,Tanah Grogot
TNC,Tin City Afs
TND,Trinidad
TNE,Tanegashima
TNF,Toussus-le-noble
TNG,Boukhalef
TNH,Tonghua Liuhe
TNI,Satna
TNJ,Kidjang
TNK,Tununak
TNL,Ternopol
TNM,Teniente R. Marsh Martin
TNN,Tainan
TNO,Tamarindo
TNP,Twentynine Palms
TNQ,Teraina
TNR,Antananarivo
TNS,Tungsten
TNT,Dade Collier
TNU,Municipal
TNV,Tabuaeran
TNX,Stung Treng
TNZ,Tosontsengel
TOA,Torrance Airport
TOB,Tobruk
TOC,Toccoa
TOD,Tioman
TOE,Tozeur
TOF,Bogashevo
TOG,Togiak Village
TOH,Torres Airstrip
TOI,Municipal
TOJ,Torrejon Afb
TOK,Torokina
TOL,Toledo Express
TOM,Tombouctou
TON,Tonu
TOO,San Vito
TOP,Philip Billard
TOQ,Barriles
TOR,Municipal
TOS,Tromso/langnes
TOT,Coronie
TOU,Touho
TOV,West End SPB
TOW,Toledo
TOX,Tobolsk
TOY,Toyama
TOZ,Touba
TPA,Tampa International
TPC,Tarapoa
TPE,Taiwan Taoyuan International (Chiang Kai Shek International)
TPG,Taiping
TPH,Tonopah Arpt
TPI,Tapini
TPJ,Taplejung Suketar
TPK,Tapaktuan
TPL,Draughon-miller Central Texas Regional
TPN,Tiputini
TPO,Tanalian Point
TPP,Tarapoto
TPQ,Tepic
TPR,Tom Price
TPS,Birgi
TPT,Tapeta
TPU,Tikapur
TPX,Tupai
TQN,Taluqan
TQR,San Domino Island
TQS,Tres Esquinas
TRA,Tarama
TRB,Gonzalo
TRC,Francisco Sarabia
TRD,Vaernes
TRE,Tiree
TRF,Sandefjord
TRG,Tauranga City
TRH,Trona
TRI,Tri-cities Regional
TRJ,Tarakbits
TRK,Juwata
TRL,Terrell Field
TRM,Thermal
TRN,Sandro Pertini (caselle)
TRO,Taree
TRP,Coast Guard Heliport
TRQ,Tarauaca
TRR,China Bay
TRS,Ronchi Dei Legionari
TRT,Tremonton
TRU,Trujillo
TRV,Thiruvananthapuram International
TRW,Bonriki
TRX,Memorial
TRY,Tororo
TRZ,Civil
TSA,Sung Shan
TSB,Tsumeb
TSC,Taisha
TSD,Tshipise
TSE,Astana
TSF,S. Angelo
TSG,Intermediate
TSH,Tshikapa
TSI,Tsili Tsili
TSJ,Tsushima
TSK,Taskul
TSL,Tamuin
TSM,Taos
TSN,Tianjin Binhai International
TSO,Tresco
TSP,Kern County
TSQ,Torres
TSR,Timisoara (traian Vuia) International
TSS,East 34th St Heliport
TST,Trang
TSU,Tabiteuea South
TSV,Townsville International
TSW,Tsewi
TSX,Tanjung Santan
TSY,Tasikmalaya
TSZ,Tsetserleg
TTA,Tan Tan
TTB,Arbatax
TTC,Taltal
TTD,Troutdale
TTE,Babullah
TTG,Tartagal
TTH,Thumrait
TTI,Tetiaroa Is
TTJ,Tottori
TTL,Turtle Island
TTM,Tablon De Tamara
TTN,Trenton Mercer Airport
TTO,Municipal
TTQ,Tortuquero
TTR,Tana Toraja
TTS,Tsaratanana
TTT,Taitung
TTU,Sania Ramel
TUA,Tulcan
TUB,Tubuai
TUC,Benj Matienzo
TUD,Tambacounda
TUE,Tupile
TUF,St Symphorien
TUG,Tuguegarao
TUH,Arnold AFS
TUI,Turaif
TUJ,Tum
TUK,Turbat
TUL,Tulsa International
TUM,Tumut
TUN,Carthage
TUO,Taupo
TUP,Lemons Municipal
TUQ,Tougan
TUR,Tucurui
TUS,Tucson International Airport
TUT,Tauta
TUU,Tabuk
TUV,Tucupita
TUW,Tubala
TUX,Tumbler Ridge
TUY,Tulum
TUZ,Tucuma
TVA,Morafenobe
TVC,Cherry Capital Airport
TVF,Regional
TVI,Municipal
TVL,South Lake Tahoe
TVU,Matei
TVY,Dawe
TWA,Twin Hills
TWB,Toowoomba
TWD,Port Townsend
TWE,Taylor
TWF,Joslin Field - Magic Valley Regional
TWH,Two Harbors
TWN,Tewantin
TWP,Torwood
TWT,Tawitawi
TWU,Tawau
TWY,Tawa
TWZ,Pukaki/Twizel
TXF,Teixeira de Freitas
TXG,Taichung
TXK,Municipal
TXL,Berlin-tegel / Otto Lilienthal
TXM,Teminabuan
TXN,Tunxi
TXR,Tanbar
TXU,Tabou
TYA,Tula
TYB,Tibooburra
TYD,Tynda
TYE,Tyonek
TYF,Torsby Airport
TYG,Thylungra
TYL,Talara
TYM,Staniel Cay
TYN,Taiyuan
TYP,Tobermorey
TYR,Tyler Pounds Regional Airport
TYS,Mc Ghee Tyson
TYT,Treinta-y-Tres
TYZ,Taylor
TZA,Municipal
TZL,Tuzla International
TZM,Tizimin
TZN,South Andros
TZX,Trabzon
UAB,Adana-Incirlik Airbase
UAC,San Luis Rio Colorado
UAE,Mount Aue
UAH,Ua Huka
UAI,Suai
UAK,Narsarsuaq
UAL,Luau
UAM,Andersen AFB
UAP,Ua Pou
UAQ,San Juan
UAS,Samburu
UAX,Uaxactun
UBA,Uberaba
UBB,Mabuiag Island
UBI,Buin
UBJ,Ube
UBP,Muang Ubon
UBR,Ubrub
UBS,Lowndes County
UBT,Ubatuba
UBU,Kalumburu
UCA,Oneida County
UCC,Yucca Flat
UCE,Eunice
UCK,Lutsk
UCN,Buchanan
UCT,Ukhta
UCY,Everett-Stewart
UDA,Undarra
UDD,Bermuda Dunes
UDE,Volkel
UDI,Eduardo Gomes
UDJ,Uzhgorod
UDN,Airfield
UDO,Udomxay
UDR,Dabok
UEE,Queenstown
UEL,Quelimane
UEO,Kumejima
UER,Puertollano
UES,Waukesha
UET,Quetta
UFA,Ufa
UGA,Bulgan
UGB,Ugashik Bay
UGC,Urgench
UGI,Uganik
UGN,Memorial
UGO,Uige
UGS,Ugashik
UGT,Umnugobitour
UGU,Zugapa
UHE,Kunovice
UHF,RAF Station
UIB,Quibdo
UIH,Qui Nhon
UII,Utila
UIK,Ust-Ilimsk
UIL,Quillayute State
UIN,Municipal
UIO,Mariscal Sucre
UIP,Pluguffan
UIQ,Quine Hill
UIR,Quirindi
UIT,Jaluit Island
UIZ,Berz-Macomb
UJE,Ujae Island
UKA,Ukunda
UKB,Kobe
UKI,Ukiah
UKK,Ust-kamenogorsk
UKN,Municipal
UKR,Mukeiras
UKS,Belbek
UKT,Upper Bucks
UKU,Nuku
UKX,Ust-Kut
UKY,Kansai
ULA,San Julian
ULB,Ulei
ULC,Los Cerrillos
ULD,Ulundi
ULE,Sule
ULG,Ulgit
ULI,Ulithi
ULL,Mull
ULM,New Ulm
ULN,Chinggis Khaan International
ULO,Ulaangom
ULP,Quilpie
ULQ,Farfan
ULS,Mulatos
ULU,Gulu
ULX,Ulusaba
ULY,Vostochny
ULZ,Uliastai
UMA,Punta De Maisi
UMB,North Shore
UMC,Umba
UMD,Uummannaq
UME,Umea
UMI,Quincemil
UMM,Summit
UMR,Woomera
UMT,Umiat
UMU,Ernesto Geisel
UMY,Sumy
UNA,Una
UNC,Unguia
UND,Kunduz
UNE,Qachas Nek
UNG,Kiunga
UNI,Union Island
UNK,Unalakleet
UNN,Ranong
UNR,Underkhaan
UNS,Umnak
UNT,Baltasound
UNU,Dodge County
UOL,Buol
UON,Muong Sai
UOS,Franklin County
UOX,University-Oxford
UPA,Punta Alegre
UPB,Playa Baracoa
UPC,Puerto La Cruz
UPF,Pforheim
UPG,Hasanudin
UPL,Upala
UPN,Uruapan
UPP,Upolu Point
UPR,Upiara
UPV,Upavon
UQE,Queen
URA,Uralsk
URB,Ernesto Pochler
URC,Urumqi
URD,Burg Feuerstein
URE,Kuressaare
URG,Ruben Berta
URI,Uribe
URJ,Uraj
URM,Uriman
URN,Urgoon
URO,Boos
URR,Urrao
URS,Kursk
URT,Surat Thani
URU,Uroubi
URY,Gurayat
URZ,Uruzgan
USH,Islas Malvinas
USI,Mabaruma
USK,Usinsk
USL,Useless Loop
USM,Koh Samui
USN,Ulsan
USO,Usino
USQ,Usak
USS,Sancti Spiritus
UST,St Augustine
USU,Puerto Princessa
UTA,Mutare
UTB,Muttaburra
UTC,Soesterberg
UTD,Nutwood Downs
UTE,Butterworth
UTG,Quthing
UTH,Udon Thani
UTI,Utti
UTK,Utirik Island
UTL,Torremolinos
UTN,Upington
UTO,Indian Mountain AFS
UTP,Utapao
UTR,Uttaradit
UTT,Umtata
UTU,Ustupo
UTW,Queenstown
UUA,Bugulma
UUD,Mukhino
UUK,Kuparuk
UUN,Baruun-Urt
UUS,Yuzhno-Sakhalinsk
UUU,Manumu
UVA,Garner Fld
UVE,Ouvea
UVF,Hewanorra
UVL,Kharga
UVO,Uvol
UWA,Ware
UYL,Nyala
UYN,Yulin
UZC,Ponikve
UZH,Unayzah
UZU,Curuzu Cuatia
VAA,Vaasa
VAB,Yavarate
VAC,Varrelbusch
VAD,Moody AFB
VAF,Chabeuil
VAG,Maj. Brig. Trompowsky
VAH,Vallegrande
VAI,Vanimo
VAK,Chevak
VAL,Valenca
VAN,Ferit Melen Airport
VAO,Suavanao Airstrip
VAP,Valparaiso
VAR,Varna
VAS,Sivas
VAT,Vatomandry
VAU,Vatukoula
VAW,Vardoe
VBG,Vandenberg AFB
VBS,Brescia Montichiari
VBV,Vanuabalavu
VBY,Visby
VCA,Can Tho
VCB,View Cove
VCC,Limbe
VCD,Victoria River Downs
VCE,Marco Polo
VCF,Valcheta
VCH,Vichadero
VCL,Chulai
VCP,Viracopos (Campinas International)
VCR,Carora
VCS,Coong
VCT,County-Foster
VCV,Southern California Logistics
VDA,Ovda
VDB,Valdres
VDC,Vitoria Da Conquista
VDD,Vienna Danubepier Hov
VDE,Hierro
VDI,Municipal
VDM,Viedma
VDP,Valle De Pascua
VDR,Villa Dolores
VDS,Vadso
VDZ,Municipal
VEE,Venetie
VEG,Maikwak
VEJ,Vejle
VEL,Vernal
VER,Las Bajadas
VEV,Barakoma
VEX,Municipal
VEY,Vestmannaeyjar
VFA,Victoria Falls
VGA,Vijayawada
VGD,Vologda
VGG,Vangrieng
VGO,Vigo
VGS,General Villegas
VGT,North Air Terminal
VGZ,Villagarzon
VHC,Saurimo
VHM,Vilhelmina
VHN,Culberson County
VHY,Charmeil
VHZ,Vahitahi
VIA,Vienna
VIB,Villa Constitucion
VIC,Vicenza
VID,Vidin
VIE,Schwechat International
VIF,Vieste
VIG,El Vigia
VIH,Rolla National
VII,Vinh City
VIJ,Virgin Gorda
VIK,Airstrip
VIL,Dakhla
VIN,Vinnica
VIQ,Viqueque
VIR,Virginia
VIS,Visalia
VIT,Vitoria.
VIU,Viru Harbour Airstrip
VIV,Vivigani
VIX,Eurico Sales
VIY,Villa Coublay
VJB,Xai Xai
VJI,Virginia Highlands
VJQ,Gurue
VKG,Rach Gia
VKO,Vnukovo
VKS,Vicksburg
VKT,Vorkuta
VKW,West Kavik
VLA,Vandalia
VLC,Manises
VLD,Regional
VLE,J t Robidoux
VLG,Villa Gesell
VLI,Bauerfield
VLK,Volgodonsk
VLL,Valladolid
VLM,Villamontes
VLN,Valencia
VLO,Stolport
VLP,Municipal
VLR,Vallenar
VLS,Valesdir
VLU,Velikiye Luki
VLV,Carvajal
VME,Villa Mercedes
VMI,INC
VMU,Baimuru
VNA,Saravane
VNC,Venice Municipal
VND,Vangaindrano
VNE,Meucon
VNG,Viengxay
VNO,Vilnius
VNR,Vanrook
VNS,Varanasi
VNT,Ventspils
VNX,Vilanculos
VNY,Van Nuys
VOG,Volgograd
VOH,Vohemar
VOI,Voinjama
VOK,Volk Field
VOL,Nea Anchialos
VOT,Votuporanga
VOZ,Chertovitskoye
VPE,Ongiva
VPN,Vopnafjordur
VPS,Eglin AFB
VPY,Chimoio
VPZ,Porter County
VQQ,Cecil Field
VQS,Vieques
VRA,Juan Gualberto Gomez
VRB,Municipal
VRC,Virac
VRE,Vredendal
VRK,Varkaus
VRL,Vila Real
VRN,Valerio Catullo
VRO,Kawama
VRS,Versailles
VRU,Vryburg
VRY,Stolport
VSA,Capitan Carlos Rovirosa
VSE,Viseu
VSF,State
VSG,Lugansk
VSO,Phuoclong
VST,Vasteras/Hasslo
VTA,Victoria
VTB,Vostochny
VTE,Wattay
VTF,Vatulele
VTG,Vung Tau
VTL,Vittel
VTN,Miller Field
VTU,Las Tunas
VTZ,Vishakhapatnam
VUP,Valledupar
VUS,Velikij Ustyug
VUU,Mvuu Camp
VVB,Mahanoro
VVC,La Vanguardia
VVI,Viru Viru Intl
VVK,Vastervik
VVO,Vladivostok
VVZ,Illizi
VXC,Lichinga
VXE,San Pedro
VXO,Vaxjo
VYD,Vryheid
VYS,Illinois Valley Regnl
WAA,Wales
WAB,Wabag
WAC,Waca
WAD,Andriamena
WAE,Wadi Ad Dawasir
WAF,Wana
WAG,Wanganui
WAH,Wahpeton
WAI,Antsohihy
WAJ,Wawoi Falls
WAK,Ankazoabo
WAL,Wallops Flight Center
WAM,Ambatondrazaka
WAN,Waverney
WAO,Wabo
WAP,Alto Palena
WAQ,Antsalova
WAR,Waris
WAT,Waterford
WAU,Wauchope
WAV,Kalkgurung
WAW,Frederic Chopin
WAX,Zwara
WAY,Greene County
WAZ,Warwick
WBA,Wahai
WBB,Stebbins
WBC,Wapolu
WBD,Befandriana
WBE,Bealanana
WBG,Schleswig-jagel
WBI,Broker Inn
WBM,Wapenamanda
WBN,Cummings Park
WBO,Beroroha
WBQ,Beaver
WBR,Big Rapids
WBU,Municipal
WBW,Wilkes-Barre/Wyoming Valley
WCA,Gamboa
WCH,Chaiten
WCR,Chandalar
WDA,Wadi Ain
WDB,Deep Bay
WDG,Enid Woodring Mun.
WDI,Wondai
WDN,Waldron Island
WDR,Winder
WDY,Kodiak Fss
WEA,Parker County
WED,Wedau
WEF,Weifang
WEH,Weihai
WEI,Weipa
WEL,Welkom
WEM,West Malling
WEP,Weam
WES,Weasua
WET,Wagethe
WEW,Wee Waa
WEX,Castlebridge
WFB,Waterfront SPB
WFD,Woodford
WFI,Fianarantsoa
WFK,Frenchville
WGA,Forrest Hill
WGB,Bahawalnagar
WGC,Warangal
WGE,Walgett
WGF,Off Line Point
WGN,Waitangi
WGO,Municipal
WGP,Waingapu
WGT,Wangaratta
WGU,Wagau
WGY,Wagny
WGZ,Off Line Point
WHD,SPB
WHF,Wadi Halfa
WHH,Hiltons Har H
WHK,Whakatane
WHL,Welshpool
WHO,Franz Josef
WHP,Whiteman
WHS,Whalsay
WHT,Wharton
WHU,Wuhu
WIC,Wick
WID,Wildenrath
WIE,Air Base
WIK,Surfdale
WIL,Wilson
WIN,Winton
WIO,Wilcannia
WIR,Wairoa
WIT,Wittenoom
WIU,Witu
WJA,Woja
WJF,William J Fox
WJR,Wajir
WJU,WonJu
WKA,Wanaka
WKB,Warracknabeal
WKF,Waterkloof AFB
WKI,Hwange
WKJ,Hokkaido
WKK,Aleknagik
WKL,Waikoloa Airport
WKN,Wakunai
WLA,Wallal
WLB,Labouchere Bay
WLC,Walcha
WLD,Arkansas City
WLG,Wellington International
WLH,Walaha
WLK,Selawik
WLL,Wollogorang
WLM,Waltham
WLN,Little Naukati
WLO,Waterloo
WLR,Loring
WLS,Wallis Island
WLW,Glenn County
WMA,Mandritsara
WMB,Warrnambool
WMC,Winnemucca
WMD,Mandabe
WME,Mount Keith
WMH,Mountain Home
WMK,SPB
WML,Malaimbandy
WMN,Maroantsetra
WMO,White Mountain
WMP,Mampikony
WMR,Mananara
WMV,Madirovalo
WMX,Wamena
WNA,Napakiak SPB
WNC,Nichen Cove SPB
WND,Windarra
WNE,Wora Na Ye
WNN,Wunnummin Lake
WNP,Naga
WNR,Windorah
WNS,Nawabshah
WNU,Wanuma
WNZ,Wenzhou
WOA,Wonenara
WOB,Woodbridge RAF
WOD,Wood River
WOE,Woensdrecht
WOG,Woodgreen
WOI,Wologissi
WOK,Wonken
WOL,Wollongong
WON,Wondoola
WOO,Woodchopper
WOR,Moramba
WOT,Wonan
WOW,Willow
WPA,Puerto Aisen
WPB,Port Berge
WPC,Pincher Creek
WPK,Wrotham Park
WPL,Powell Lake
WPM,Wipim
WPO,North Fork Valley
WPR,Porvenir
WPU,Puerto Williams
WRA,Warder
WRB,Robins AFB
WRE,Whangarei
WRG,Wrangell SPB
WRH,Wrench Creek
WRI,Mc Guire Afb
WRL,Worland
WRO,Copernicus Airport
WRW,Warrawagine
WRY,Westray
WRZ,Wirawila
WSA,Wasua
WSB,SPB
WSD,Condron AAF
WSF,Sarichef
WSG,County
WSH,Brookhaven
WSJ,San Juan SPB
WSM,Wiseman
WSN,South Naknek
WSO,Washabo
WSP,Waspam
WSR,Wasior
WST,Westerly State
WSU,Wasu
WSX,Westsound
WSY,Whitsunday Airstrip
WSZ,Westport
WTA,Tambohorano
WTC,World Trade Center
WTD,West End
WTE,Wotje Island
WTK,Noatak
WTL,Tuntutuliak
WTN,RAF Station
WTO,Wotho Island
WTP,Woitape
WTR,White River
WTS,Tsiroanomandidy
WTT,Wantoat
WTZ,Whitianga
WUA,Wu Hai
WUD,Wudinna
WUG,Wau
WUH,Tianhe International
WUK,Off Line Point
WUM,Wasum
WUN,Wiluna
WUS,Wuyishan
WUU,Wau
WUV,Wuvulu Is
WUX,Wuxi
WUZ,Changzhoudao
WVB,Rooikop
WVI,Watsonville
WVK,Manakara
WVL,Robert Lafleur
WVN,Wilhelmshaven
WWA,Wasilla
WWD,Cape May County
WWG,Al Koude
WWI,Woodie Woodie
WWK,Boram
WWP,Whale Pass
WWR,West Woodward
WWS,USAF Heliport
WWT,Newtok
WWY,West Wyalong
WXF,Weathersfield Raf
WXN,Wanxian
WYA,Whyalla
WYB,SPB
WYE,Yengema
WYN,Wyndham
WYS,Yellowstone
WZY,Paradise Island Seaplane Base
XAL,Alamos
XAP,Aeroporto Municipal Chapeco
XAR,Aribinda
XAU,Saul
XAY,Xayabury
XBB,Blubber Bay
XBE,Bearskin Lake
XBG,Bogande
XBJ,Birjand
XBL,Buno Bedelle
XBN,Biniguni
XBO,Boulsa
XBR,Brockville
XBW,Killineq
XCH,Christmas Island
XCL,Cluff Lake
XCM,Chatham
XCN,Coron Airport
XCO,Colac
XCR,Vatry International
XDB,Lille Europe Rail Svc
XDE,Diebougou
XDJ,Djibo
XDT,C.de G. /TGV Rail Svc
XDV,Pr. George Rail Stn
XDW,Pr. Rupert Rail Stn
XDY,Sudbury Jct Rail Stn
XEA,Vancouver Rail Stn.
XEN,Xingcheng
XEO,Harbour
XEQ,Harbour
XES,Municipal
XEX,Aerogare
XFA,Lille Flanders Rail Sv
XFN,Xiangfan
XFW,Finkenwerder
XFY,Sainte-Foy Rail Svce.
XFZ,Charny
XGA,Gaoua
XGB,Gare Montparnasse
XGG,Gorom-Gorom
XGL,Granville Lake
XGN,Xangongo
XGR,Kangiqsualujjuaq
XHN,Guillemins
XHX,Adelaide Keswick Rail
XIC,Xichang
XIE,Xienglom
XIG,Municipal
XIH,Khan Al Baghdadi
XIJ,Ahmed Al Jaber
XIK,Central Station
XIL,Xilinhot
XIN,Xingning
XIQ,Harbour
XIX,Porta Nuova Rail
XIY,Xianyang
XJD,Al Udeid AB
XJE,Rialway Service
XJM,Mangla
XKA,Kantchari
XKC,Sandnes Rail St.
XKH,Xieng Khouang
XKO,Kemano
XKS,Kasabonika
XKY,Kaya
XLB,Lac Brochet
XLF,Leaf Bay
XLJ,Quebec Stn. Rail Svce.
XLM,St Lambert Rail Svce.
XLO,Long Xuyen
XLS,St Louis
XLU,Leo
XLW,Lemwerder
XMA,Maramag
XMC,Mallacoota
XMD,Madison
XMG,Mahendranagar
XMH,Manihi
XMI,Masasi
XML,Minlaton
XMN,Xiamen
XMP,Macmillan Pass
XMS,Macas
XMY,Yam Island
XNA,Northwest Arkansas Regional
XNG,Quang Ngai
XNH,Nasiriyah
XNN,Xining
XNT,Xingtai
XNU,Nouna
XOZ,Doha Free Zone
XPA,Pama
XPG,Gare du Nord Rail Stn
XPK,Pukatawagan
XPL,Coronel Enrique Soto Cano AB
XPP,Poplar River
XPQ,Ferry
XPR,Pine Ridge
XPU,West Kuparuk
XPZ,Harbour
XQC,Balad
XQP,Quepos
XQU,Qualicum
XQV,Baqubah
XRH,Richmond AFB
XRJ,Termini Rail Stn.
XRR,Ross River
XRY,Jerez De La Frontera
XSA,AFC
XSC,International
XSD,Test Range
XSE,Sebba
XSI,South Indian Lake
XSM,St Marys
XSO,Siocon
XSP,Seletar
XTA,Econ/Tech Dev. Area
XTF,Port Free Trade Zone
XTG,Thargomindah
XTL,Tadoule Lake
XTM,Ramadi
XTO,Taroom
XTR,Tara
XTT,Etoile
XTV,Tikrit
XUZ,Xuzhou
XVL,Vinh Long
XVQ,Santa Lucia Rail
XVY,Mestre Rail Stn.
XWC,Suedbahnhof Rail
XWK,Karlskrona Rail Svc.
XWL,Gothenburg Rail
XWP,Hassleholm
XWQ,Enkoping
XWW,Westbahnhof Rail
XWZ,Nykoping
XXA,Alvesta
XXK,Katrineholm
XXU,Hedemora
XYA,Yandina
XYC,Herrljunga
XYD,Lyon Part-dieu Rail Sv
XYE,Ye
XYI,Flen
XYL,Lyon Perrache Rail Svc
XYM,Falkenberg Rail
XYN,Kristinehamn Rail
XYO,Karlshamn
XYP,Avesta Krylbo
XYR,Yellow River
XYT,Montaudran
XYU,Solvesborg
XYV,Lyon Satolas Rail Svc
XYX,Sala
XZA,Zabre
XZE,Off line Point
XZF,Dammam Port
XZJ,Off line Point
XZQ,Pass Rail
XZU,Off line Point
XZX,Off line Point
YAA,Anahim Lake
YAB,Arctic Bay
YAC,Cat Lake
YAD,Moose Lake
YAE,Alta Lake
YAF,Asbestos Hill
YAG,Municipal
YAH,Lagrande 4
YAI,Chillan
YAJ,Lyall Harbour
YAK,Yakutat
YAL,Alert Bay
YAM,Sault Ste Marie
YAN,Yangambi
YAO,Yaounde Airport
YAP,Yap International
YAQ,Maple Bay
YAR,Lagrande 3
YAS,Yasawa Island
YAT,Attawapiskat
YAU,Kattiniq/Donaldson
YAV,Miners Bay
YAW,Shearwater
YAX,Angling Lake
YAY,St Anthony
YAZ,Tofino Airport
YBA,Banff
YBB,Kugaaruk
YBC,Baie Comeau
YBD,New Westminster
YBE,Uranium City
YBF,Bamfield
YBG,Bagotville
YBH,Bull Harbour
YBI,Black Tickle
YBJ,Baie Johan Beetz
YBK,Baker Lake
YBL,Campbell River
YBM,Bronson Creek
YBN,Borden
YBO,Bobquinn Lake
YBP,Yibin
YBQ,Telegraph Harbour
YBR,Brandon
YBS,Musselwhite
YBT,Brochet
YBV,Berens River
YBW,Springbank
YBX,Blanc Sablon
YBY,Bonnyville
YCA,Courtenay
YCB,Cambridge Bay
YCC,Regional
YCD,Nanaimo Arpt
YCE,Centralia
YCF,Cortes Bay
YCG,Castlegar
YCH,Miramichi
YCI,Caribou Island
YCJ,Cape St James
YCK,Colville Lake
YCL,Charlo
YCM,St Catharines
YCN,Cochrane
YCO,Kugluktuk
YCP,Co-op Point
YCQ,Chetwynd
YCR,Cross Lake
YCS,Chesterfield Inlet
YCT,Coronation
YCU,Yun Cheng
YCV,Cartierville
YCW,Chilliwack Municipal Airport
YCX,Gagetown
YCY,Clyde River
YCZ,Fairmont Hot Springs
YDA,Dawson City
YDB,Burwash Landings
YDC,Industrial Airport
YDE,Paradise River
YDF,Deer Lake
YDG,Digby
YDH,Daniels Harbour
YDI,Davis Inlet
YDJ,Hatchet Lake
YDK,Main Duck Island
YDL,Dease Lake
YDN,Dauphin
YDO,St Methode
YDP,Nain
YDQ,Dawson Creek
YDR,Broadview
YDS,Desolation Sound
YDT,Boundary Bay
YDU,Kasba Lake
YDV,Bloodvein
YDW,Obre Lake
YDX,Doc Creek
YEC,Yecheon
YED,Namao Fld
YEG,Edmonton International
YEH,Persian Gulf International
YEI,Yenisehir
YEK,Arviat
YEL,Elliot Lake
YEM,East Manitoulin
YEN,Estevan
YEO,Yeovilton
YEP,Estevan Point
YEQ,Yenkis
YER,Fort Severn
YES,Yasouj
YET,Edson
YEU,Eureka
YEV,Inuvik/mike Zubko
YEY,Amos
YFA,Fort Albany
YFB,Iqaluit
YFC,Fredericton
YFE,Forestville
YFG,Fontanges
YFH,Fort Hope
YFJ,Snare Lake
YFL,Fort Reliance
YFO,Flin Flon
YFR,Fort Resolution
YFS,Fort Simpson
YFX,Fox Harbour (St Lewis)
YGA,Gagnon
YGB,Gillies Bay
YGC,Grande Cache
YGE,Gorge Harbor
YGG,Ganges Harbor
YGH,Fort Good Hope
YGJ,Miho
YGK,Kingston
YGL,La Grande
YGM,Gimli
YGN,Greenway Sound
YGO,Gods Narrows
YGQ,Geraldton
YGR,Iles De La Madeleine
YGS,Germansen
YGT,Igloolik
YGV,Havre St Pierre
YGW,Kuujjuarapik
YGX,Gillam
YGY,Deception
YGZ,Grise Fiord
YHA,Port Hope Simpson
YHB,Hudson Bay
YHC,Hakai Pass
YHD,Municipal
YHE,Hope
YHF,Hearst
YHG,Charlottetown
YHH,Harbor SPB
YHI,Holman
YHK,Gjoa Haven
YHM,Hamilton
YHN,Hornepayne
YHO,Hopedale
YHP,Poplar Hill
YHR,Chevery
YHS,Sechelt
YHT,Haines Junction
YHU,St Hubert
YHY,Hay River
YHZ,Halifax International
YIB,Atikokan
YIF,Pakuashipi
YIG,Big Bay Marina
YIH,Yichang
YIK,Ivujivik
YIN,Yining
YIO,Pond Inlet
YIP,Willow Run
YIV,Island Lk/Garden Hill
YIW,Yiwu
YJF,Fort Liard
YJN,St Jean
YJO,Johnny Mountain
YJP,Jasper-hinton
YJT,Stephenville
YKA,Kamloops
YKC,Collins Bay
YKD,Township Airport
YKE,Knee Lake
YKF,Kitchener-Waterloo Regional
YKG,Kangirsuk
YKI,Kennosao Lake
YKJ,Key Lake
YKK,Kitkatla
YKL,Schefferville
YKM,Yakima Air Terminal
YKN,Chan Gurney
YKQ,Waskaganish
YKS,Yakutsk
YKT,Klemtu
YKU,Chisasibi
YKX,Kirkland Lake
YKY,Kindersley
YKZ,Buttonville Municipal
YLA,Langara
YLB,Lac Biche
YLC,Kimmirut
YLD,Chapleau
YLE,Wha Ti
YLF,LaForges
YLG,Yalgoo
YLH,Lansdowne House
YLI,Ylivieska
YLJ,Meadow Lake
YLL,Lloydminster
YLM,Clinton Creek
YLN,Yilan
YLO,Shilo
YLP,Mingan
YLQ,La Tuque
YLR,Leaf Rapids
YLS,Lebel-Sur-Quevillon
YLT,Alert
YLW,Kelowna Airport
YLX,Long Point
YLY,Langley Regional
YMA,Mayo
YMB,Merritt
YMC,Maricourt Airstrip
YMD,Mould Bay
YME,Matane
YMF,Montagne Harbor
YMG,Manitouwadge
YMI,Minaki
YMJ,Moose Jaw / Air Vice Marshal C. M. Mcewen Airport
YML,Charlevoix
YMM,Fort Mcmurray
YMN,Makkovik
YMO,Moosonee
YMP,Port McNeil
YMR,Merry Island
YMS,Yurimaguas
YMT,Chibougamau
YMW,Maniwaki
YMX,Mirabel
YNA,Natashquan
YNB,Yanbu
YNC,Wemindji
YND,Executive Gatineau-Ottawa
YNE,Norway House
YNF,Deer Lake/Stephenville
YNG,Youngstown
YNI,Nitchequon
YNJ,Yanji
YNK,Nootka Sound
YNL,Points North Landing
YNM,Matagami
YNN,Yandi
YNO,North Spirit Lake
YNP,Natuashish
YNR,Arnes
YNS,Nemiscau
YNT,Yantai
YNY,Yangyang
YNZ,Yancheng
YOA,Ekati
YOC,Old Crow
YOD,Cold Lake
YOE,Falher
YOG,Ogoki
